FID;Country;County;Latitude;Longitude;Region;SiteID;Site;Architecture;LabNumber;C14;STD;Delta13C;Delta15N;Marine resources %;Aquatic resources %;CombineGroup;Material;Context;Source;Main.bibliography;Bibliography;Observations
49;Portugal;Alentejo;39,474002;-7,357586;West;S14;CabeÁuda;Passage grave;ICEN-979;3720;45;n/a;n/a;n/a;n/a;n/a;Seeds;n/a;Garcia Sanjuan 2009, Tab. 1;n/a;Garcia Sanjuan 2009, Tab. 1;n/a
50;Portugal;Northern Portugal;41,02;-8,05;West;S15;Cabras;Passage grave;CSIC-1057;3850;60;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil;Stockler 1998;n/a;Stockler 1998;n/a
51;Portugal;Northern Portugal;41,02;-8,05;West;S15;Cabras;Passage grave;ICEN-1266;5220;60;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil;Stockler 1998;n/a;Stockler 1998;n/a
52;Portugal;Northern Portugal;41,02;-8,05;West;S15;Cabras;Passage grave;ICEN-1267;5220;60;n/a;n/a;n/a;n/a;n/a;Charcoal;Layer surface hearth;Stockler 1998;n/a;Stockler 1998;n/a
53;Portugal;Northern Portugal;41,02;-8,05;West;S15;Cabras;Passage grave;ICEN-1265;5290;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil;Stockler 1998;n/a;Stockler 1998;n/a
54;Portugal;Northern Portugal;41,02;-8,05;West;S15;Cabras;Passage grave;CSIC-1055;6160;70;n/a;n/a;n/a;n/a;n/a;Charcoal;Layer 3;Cruz 1995;n/a;Cruz 1995;n/a
60;Portugal;Beira alta;40,766733;-7,470468;West;S17;Carapito 1;Passage grave;Hv-1783;4590;65;n/a;n/a;n/a;n/a;n/a;Charcoal;Ash bag between the stones that form the chamber;"Kunst 1992; Leisner, Ribeiro, 1968";Bueno Ram°rez et al, 2007;n/a;n/a
61;Portugal;Beira alta;40,766733;-7,470468;West;S17;Carapito 1;Passage grave;GrN-5110;4850;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Hearth on the chamber floor;Senna-Martinez/Ventura 2008, 324;n/a;Senna-Martinez/Ventura 2008, 324;n/a
62;Portugal;Beira alta;40,766733;-7,470468;West;S17;Carapito 1;Passage grave;TO-3336;5120;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Hearth on the chamber floor, same sample like GrN-5110;Senna-Martinez/Ventura 2008, 324;Criado Borado/Fabegras Valcarce 1989, 685;Senna-Martinez/Ventura 2008, 324;n/a
63;Portugal;Beira alta;40,766733;-7,470468;West;S17;Carapito 1;Passage grave;OxA-3733;5125;70;n/a;n/a;n/a;n/a;n/a;Charcoal;Pit from the orthostats;Senna-Martinez/Ventura 2008,333;n/a;Senna-Martinez/Ventura 2008,333;n/a
64;Portugal;Lissabon region;38,887403;-9,21787;West;S18;Carcavelos;Megalithic grave;Beta-225170;4130;40;-19,92;8,14;1;2;n/a;Human bone;Chamber;Boaventura 2009, Tab.22;n/a;Boaventura 2009, Tab.22;n/a
65;Portugal;Lissabon region;38,887403;-9,21787;West;S18;Carcavelos;Megalithic grave;Beta-208518;4270;40;-20.20;n/a;n/a;n/a;n/a;Human bone;Chamber;Boaventura 2009, Tab.22;n/a;Boaventura 2009, Tab.22;n/a
66;Portugal;Beira Interior;41,02365;-7,44165;West;S103;Carvalhal;Dolmen;GrA-5427;6730;50;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;Cruz et al. 2003;n/a;Cruz et al. 2003,;n/a
67;Portugal;Beira Interior;41,02365;-7,44165;West;S103;Carvalhal;Dolmen;GrN-20792;3100;90;n/a;n/a;n/a;n/a;n/a;Charcoal;Pit side stone;Cruz 1995;n/a;Cruz 1995,;n/a
68;Portugal;Lissabon region;38,888361;-9,078764;West;S19;Casal do Penedo;Megalithic grave;Beta-229585;4280;40;-20,02;8,17;0;2;n/a;Human bone;Chamber;Boaventura 2009, Tab.22;n/a;Boaventura 2009, Tab.22;n/a
69;Portugal;Lissabon region;38,888361;-9,078764;West;S19;Casal do Penedo;Megalithic grave;Beta-234134;4280;40;-19,89;7,19;1;0;n/a;Human bone;Chamber;Boaventura 2009, Tab.22;n/a;Boaventura 2009, Tab.22;n/a
86;Portugal;Northern Portugal;41,203071;-8,009011;West;S22;Ch„o da Parada 1;Passage grave;Gif-7672;3940;80;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Cassen 1993, 515;n/a;Cassen 1993, 515;n/a
87;Portugal;Northern Portugal;41,203071;-8,009011;West;S22;Ch„o da Parada 1;Passage grave;ICEN-409;4130;45;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement layer 4 pheriphery monument;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
88;Portugal;Northern Portugal;41,203071;-8,009011;West;S22;Ch„o da Parada 1;Passage grave;ICEN-408;4180;110;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement layer 5, mixed layer with ancient soil;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
89;Portugal;Northern Portugal;41,203071;-8,009011;West;S22;Ch„o da Parada 1;Passage grave;Gif-7873;4610;45;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
90;Portugal;Northern Portugal;41,203071;-8,009011;West;S22;Ch„o da Parada 1;Passage grave;ICEN-173;4610;45;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Boaventura, annex 3;Cassen 1993, 515;"Boaventura, annex 3; Cassen 1993, 515";n/a
91;Portugal;Northern Portugal;41,203071;-8,009011;West;S22;Ch„o da Parada 1;Passage grave;CSIC-954;4820;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
92;Portugal;Northern Portugal;41,203071;-8,009011;West;S22;Ch„o da Parada 1;Passage grave;ICEN-407;4880;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
93;Portugal;Northern Portugal;41,203071;-8,009011;West;S22;Ch„o da Parada 1;Passage grave;ICEN-172;4900;260;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Cassen 1993, 515.;n/a;Cassen 1993, 515;n/a
94;Portugal;Northern Portugal;41,203071;-8,009011;West;S22;Ch„o da Parada 1;Passage grave;CSIC-953;4920;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
95;Portugal;Northern Portugal;41,203071;-8,009011;West;S22;Ch„o da Parada 1;Passage grave;ICEN-780;4930;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
96;Portugal;Northern Portugal;41,203071;-8,009011;West;S22;Ch„o da Parada 1;Passage grave;ICEN-781;4980;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
97;Portugal;Northern Portugal;41,203071;-8,009011;West;S22;Ch„o da Parada 1;Passage grave;CSIC-979;5010;35;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement tumulus;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
98;Portugal;Northern Portugal;41,201359;-8,007941;West;S23;Ch„o da Parada 4;Passage grave;ICEN-823;4910;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement tumulus;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
99;Portugal;Northern Portugal;41,201359;-8,007941;West;S23;Ch„o da Parada 4;Passage grave;CSIC-822;4970;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement tumulus;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
100;Portugal;Northern Portugal;41,201359;-8,007941;West;S23;Ch„o da Parada 4;Passage grave;GrN-17433;5055;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement tumulus;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
101;Portugal;Northern Portugal;41,201359;-8,007941;West;S23;Ch„o da Parada 4;Passage grave;ICEN-890;5240;90;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement tumulus;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
102;Portugal;Northern Portugal;41,201359;-8,007941;West;S23;Ch„o da Parada 4;Passage grave;ICEN-891;5240;70;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
103;Portugal;Northern Portugal;41,201359;-8,007941;West;S23;Ch„o da Parada 4;Passage grave;ICEN-169;5420;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Layer 2 basement tumulus;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
104;Portugal;Northern Portugal;41,201359;-8,007941;West;S23;Ch„o da Parada 4;Passage grave;ICEN-162;5470;45;n/a;n/a;n/a;n/a;n/a;Charcoal;Layer 1, basement tumulus;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
105;Portugal;Northern Portugal;41,201359;-8,007941;West;S23;Ch„o da Parada 4;Passage grave;ICEN-170;5530;300;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
106;Portugal;Northern Portugal;41,14748;-8,083089;West;S24;Ch„o de Carvahal 1;Passage grave;OxA-1849;5450;80;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
107;Portugal;Northern Portugal;41,14748;-8,083089;West;S24;Ch„o de Carvahal 1;Passage grave;UGRA-355;5860;60;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
108;Portugal;Northern Portugal;41,14748;-8,083089;West;S24;Ch„o de Carvahal 1;Passage grave;OxA-1848;6150;80;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
109;Portugal;Northern Portugal;41,14748;-8,083089;West;S24;Ch„o de Carvahal 1;Passage grave;OxA-1850;6340;80;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
110;Portugal;Northern Portugal;41,177547;-8,068765;West;S25;Ch„o de Santinhos 2;Passage grave;Gif-6785;4930;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement monument;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
111;Portugal;Northern Portugal;41,177547;-8,068765;West;S25;Ch„o de Santinhos 2;Passage grave;Gif-6784;4990;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement monument;Boaventura 2009, annex 3;Cruz 1995;"Boaventura 2009, annex 3; Cruz 1995";n/a
186;Portugal;Lissabon region;38,769799;-9,268312;West;S42;Estria;Passage grave;Beta-228578;4110;40;-20;n/a;n/a;n/a;n/a;Human bone;Chamber;Boaventura 2009, Tab.22;n/a;Boaventura 2009, Tab.22;n/a
187;Portugal;Lissabon region;38,769799;-9,268312;West;S42;Estria;Passage grave;Beta-208950;4180;50;-20;n/a;n/a;n/a;n/a;Human bone;Chamber;Boaventura 2009, Tab.22;n/a;Boaventura 2009, Tab.22;n/a
195;Portugal;Beira Interior;40,94;-7,35;West;S46;Lameira de Cima 2;Passage grave;CSIC-1113;4961;27;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Senna-Martinez/Ventura 2008,333;Cruz 1995;"Senna-Martinez/Ventura 2008,333; Cruz 1995";n/a
196;Portugal;Beira Interior;40,94;-7,35;West;S46;Lameira de Cima 2;Passage grave;GrN-21353;4990;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Senna-Martinez/Ventura 2008,333;Cruz 1995;"Senna-Martinez/Ventura 2008,333; Cruz 1995";n/a
197;Portugal;Beira Interior;40,94;-7,35;West;S46;Lameira de Cima 2;Passage grave;CSIC-1114;4999;29;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Senna-Martinez/Ventura 2008,333;Cruz 1995;"Senna-Martinez/Ventura 2008,333; Cruz 1995";n/a
198;Portugal;Beira Interior;40,94;-7,35;West;S46;Lameira de Cima 2;Passage grave;OxA-5102;5360;55;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Cruz 1995;n/a;Cruz 1995;n/a
229;Portugal;Northern Portugal;41,299688;-7,609386;West;S52;Madorras I;Passage grave;GrA-884;3500;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Surface ancient soil;Cruz 1995;n/a;Cruz 1995;n/a
230;Portugal;Northern Portugal;41,299688;-7,609386;West;S52;Madorras I;Passage grave;GrA-855;4420;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Entrance area, floor atrium;Cruz 1995;n/a;Cruz 1995;n/a
231;Portugal;Northern Portugal;41,299688;-7,609386;West;S52;Madorras I;Passage grave;OxA-5199;4540;65;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Cruz 1995;n/a;Cruz 1995;n/a
232;Portugal;Northern Portugal;41,299688;-7,609386;West;S52;Madorras I;Passage grave;GrN-21066;4790;60;n/a;n/a;n/a;n/a;n/a;Charcoal;On side stone;Cruz 1995;n/a;Cruz 1995;n/a
233;Portugal;Northern Portugal;41,299688;-7,609386;West;S52;Madorras I;Passage grave;CSIC-1030;5280;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Between orthostats;Cruz 1995;n/a;Cruz 1995;n/a
234;Portugal;Northern Portugal;41,198862;-8,033338;West;S53;Mamoa da Mina de S„o Sim„o;Passage grave;CSIC-715;5010;70;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement chamber;Cruz 1995;n/a;Cruz 1995;n/a
235;Portugal;Northern Portugal;41,198862;-8,033338;West;S53;Mamoa da Mina de S„o Sim„o;Passage grave;CSIC-716;5050;70;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement chamber;Cruz 1995;n/a;Cruz 1995;n/a
236;Portugal;Northern Portugal;41,198862;-8,033338;West;S53;Mamoa da Mina de S„o Sim„o;Passage grave;CSIC-717;5130;90;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Cruz 1995;n/a;Cruz 1995;n/a
237;Portugal;Northern Portugal;41,483947;-7,401857;West;S54;Mamoa do Castelo 1;Passage grave;CSIC-1816;3806;32;n/a;n/a;n/a;n/a;n/a;Charcoal;Under stones of tumulus;Sanches et al 2005;n/a;Sanches et al 2005;n/a
238;Portugal;Northern Portugal;41,483947;-7,401857;West;S54;Mamoa do Castelo 1;Passage grave;CSIC-1815;3862;33;n/a;n/a;n/a;n/a;n/a;Charcoal;Antechamber;Sanches et al 2005;n/a;Sanches et al 2005;n/a
239;Portugal;Northern Portugal;41,483947;-7,401857;West;S54;Mamoa do Castelo 1;Passage grave;CSIC-1817;4057;33;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Sanches et al 2005;n/a;Sanches et al 2005;n/a
240;Portugal;Northern Portugal;41,483947;-7,401857;West;S54;Mamoa do Castelo 1;Passage grave;Ua-19122;4080;70;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Sanches et al 2005;n/a;Sanches et al 2005;n/a
241;Portugal;Northern Portugal;41,483947;-7,401857;West;S54;Mamoa do Castelo 1;Passage grave;CSIC-1814;4136;33;n/a;n/a;n/a;n/a;n/a;Charcoal;Entrance area;Sanches et al 2005;n/a;Sanches et al 2005;n/a
242;Portugal;Northern Portugal;41,483947;-7,401857;West;S54;Mamoa do Castelo 1;Passage grave;Ua-19121;4560;65;n/a;n/a;n/a;n/a;n/a;Charcoal;Entrance area;Sanches et al 2005;n/a;Sanches et al 2005;n/a
243;Portugal;Northern Portugal;41,483947;-7,401857;West;S54;Mamoa do Castelo 1;Passage grave;CSIC-1818;5112;36;n/a;n/a;n/a;n/a;n/a;Charcoal;Under stones of tumulus;Sanches et al 2005;n/a;Sanches et al 2005;n/a
246;Portugal;Northern Portugal;41,190121;-8,025842;West;S56;Meninas do Crasto 2;Passage grave;CSIC-656;5260;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Burial ?;MuÅller 1998, 82;Criado Borado/Fabregas Valcarce 1989, 685;"MuÅller 1998, 82; Criado Boado/Fabregas Valcarce 1989, 685";n/a
247;Portugal;Northern Portugal;41,190121;-8,025842;West;S56;Meninas do Crasto 2;Passage grave;CSIC-657;5260;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Burial ?;MuÅller 1998, 82;Criado Borado/Fabregas Valcarce 1989, 685;"MuÅller 1998, 82; Criado Boado/Fabregas Valcarce 1989, 685";n/a
248;Portugal;Northern Portugal;41,190121;-8,025842;West;S56;Meninas do Crasto 2;Passage grave;CSIC-658;5260;60;n/a;n/a;n/a;n/a;n/a;Charcoal;Burial ?;MuÅller 1998, 82;Criado Borado/Fabregas Valcarce 1989, 685;"MuÅller 1998, 82; Criado Boado/Fabregas Valcarce 1989, 685";n/a
249;Portugal;Northern Portugal;41,190121;-8,025842;West;S56;Meninas do Crasto 2;Passage grave;CSIC-659a;5260;60;n/a;n/a;n/a;n/a;n/a;n/a;Burial ?;MuÅller 1998, 82;Criado Borado/Fabregas Valcarce 1989, 685;"MuÅller 1998, 82; Criado Boado/Fabregas Valcarce 1989, 685";n/a
250;Portugal;Northern Portugal;41,204521;-8,018665;West;S57;Meninas do Crasto 4;Passage grave;CSIC-660;3800;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Burial ?;MuÅller 1998, 82;Criado Borado/Fabregas Valcarce 1989, 685;"MuÅller 1998, 82; Criado Boado/Fabregas Valcarce 1989, 685";n/a
251;Portugal;Northern Portugal;41,204521;-8,018665;West;S57;Meninas do Crasto 4;Passage grave;CSIC-661;3830;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Burial ?;MuÅller 1998, 82;Criado Borado/Fabregas Valcarce 1989, 685;"MuÅller 1998, 82; Criado Boado/Fabregas Valcarce 1989, 685";n/a
252;Portugal;Northern Portugal;41,204521;-8,018665;West;S57;Meninas do Crasto 4;Passage grave;GaK-10943;4220;140;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Cruz 1995;n/a;Cruz 1995;n/a
253;Portugal;Lissabon region;38,767447;-9,264708;West;S58;Monte Abra„o;Dolmen;Beta-228579;4040;40;-20,7;8,25;1;3;n/a;Human bone;Chamber;Boaventura 2009, Tab.22;n/a;Boaventura 2009, Tab.22;n/a
254;Portugal;Lissabon region;38,767447;-9,264708;West;S58;Monte Abra„o;Dolmen;Beta-228580;4180;40;-19,96;8,25;1;3;n/a;Human bone;Chamber;Boaventura 2009, Tab.22;n/a;Boaventura 2009, Tab.22;n/a
267;Portugal;Northern Portugal;41,2;-8,03;West;S62;Monte da Olheira;Passage grave;GrN-15330;5195;25;n/a;n/a;n/a;n/a;n/a;Charcoal;Ancient soil;Cruz 1995;n/a;Cruz 1995;n/a
268;Portugal;Northern Portugal;41,2;-8,03;West;S62;Monte da Olheira;Passage grave;GrN-15331;5400;40;n/a;n/a;n/a;n/a;n/a;n/a;Hearth;MuÅller 1998, 82;Criado Borado/Fabegras Valcarce 1989, 685;"MuÅller 1998, 82; Criado Borado/Fabegras Valcarce 1989, 685";n/a
269;Portugal;Northern Portugal;41,2;-8,03;West;S62;Monte da Olheira;Passage grave;UGRA-287;5630;90;n/a;n/a;n/a;n/a;n/a;n/a;Hearth;MuÅller 1998, 82;Criado Borado/Fabegras Valcarce 1989, 685;"MuÅller 1998, 82; Criado Borado/Fabegras Valcarce 1989, 685";n/a
273;Portugal;Northern Portugal;41,144419;-8,085116;West;S64;Monte Maninho;Passage grave;CSIC-755;5680;80;n/a;n/a;n/a;n/a;n/a;Charcoal;Under tumulus;Cruz 1995;n/a;Cruz 1995;n/a
274;Portugal;Northern Portugal;41,144419;-8,085116;West;S64;Monte Maninho;Passage grave;GrN-15569;5805;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Under tumulus;Cruz 1995;n/a;Cruz 1995;n/a
282;Portugal;Alentejo;38,451544;-7,398876;West;S66;Olival da Pega 2;Passage grave/tholos;ICEN-957;4130;60;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber/depot 5/7;Soares 1999;n/a;Soares 1999;n/a
283;Portugal;Alentejo;38,451544;-7,398876;West;S66;Olival da Pega 2;Passage grave/tholos;ICEN-956;4180;80;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber/depot 7/7;Soares 1999;n/a;Soares 1999;n/a
284;Portugal;Alentejo;38,451544;-7,398876;West;S66;Olival da Pega 2;Passage grave/tholos;ICEN-955;4290;100;n/a;n/a;n/a;n/a;n/a;Human bone;Chamber/depot 6/7;Soares 1999;n/a;Soares 1999;n/a
285;Portugal;Beira Interior;40,49788;-8,025223;West;S67;Orca 1 da Penela;Dolmen;GrA-9256;4320;50;n/a;n/a;n/a;n/a;n/a;Human bone;Ground level chamber;Cruz et al 2003;n/a;Cruz et al 2003;n/a
286;Portugal;Beira Interior;40,49788;-8,025223;West;S67;Orca 1 da Penela;Dolmen;GrN-9578;4400;50;n/a;n/a;n/a;n/a;n/a;Human bone;Ground level chamber;Cruz et al 2003;n/a;Cruz et al 2003;n/a
287;Portugal;Beira Interior;40,49788;-8,025223;West;S67;Orca 1 da Penela;Dolmen;GrN-23064;4590;60;n/a;n/a;n/a;n/a;n/a;Human bone;Ground level chamber;Cruz et al 2003;n/a;Cruz et al 2003;n/a
288;Portugal;Beira Interior;40,49788;-8,025223;West;S67;Orca 1 da Penela;Dolmen;GrA-14767;4990;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Atrium;Cruz et al 2003;n/a;Cruz et al 2003;n/a
289;Portugal;Beira Interior;40,83476;-7,75547;West;S68;Orca das Castenairas;Passage grave;GrA-9314;3250;50;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;Senna-Martinez/Ventura 2008,333;n/a;Senna-Martinez/Ventura 2008,333;n/a
290;Portugal;Beira alta;40,83476;-7,75547;West;S68;Orca das Castenairas;Passage grave;OxA-7436;3365;45;n/a;n/a;n/a;n/a;n/a;Charcoal;Atrium, late phase;Senna-Martinez/Ventura 2008,333;n/a;Senna-Martinez/Ventura 2008,333;n/a
291;Portugal;Beira alta;40,83476;-7,75547;West;S68;Orca das Castenairas;Passage grave;OxA-7435;4365;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Atrium;Senna-Martinez/Ventura 2008,333;n/a;Senna-Martinez/Ventura 2008,333;n/a
292;Portugal;Beira alta;40,83476;-7,75547;West;S68;Orca das Castenairas;Passage grave;GrA-9313;4380;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Atrium;Senna-Martinez/Ventura 2008,333;n/a;Senna-Martinez/Ventura 2008,333;n/a
293;Portugal;Beira alta;40,83476;-7,75547;West;S68;Orca das Castenairas;Passage grave;GrA-9308;4440;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Senna-Martinez/Ventura 2008,333;n/a;Senna-Martinez/Ventura 2008,333;n/a
294;Portugal;Beira alta;40,83476;-7,75547;West;S68;Orca das Castenairas;Passage grave;OxA-7434;4470;45;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Senna-Martinez/Ventura 2008,333;n/a;Senna-Martinez/Ventura 2008,333;n/a
295;Portugal;Beira alta;40,83476;-7,75547;West;S68;Orca das Castenairas;Passage grave;OxA-7432;4510;45;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Senna-Martinez/Ventura 2008,333;n/a;Senna-Martinez/Ventura 2008,333;n/a
296;Portugal;Beira alta;40,83476;-7,75547;West;S68;Orca das Castenairas;Passage grave;GrA-9312;4520;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Atrium;Senna-Martinez/Ventura 2008,333;n/a;Senna-Martinez/Ventura 2008,333;n/a
297;Portugal;Beira alta;40,83476;-7,75547;West;S68;Orca das Castenairas;Passage grave;GrA-9307;4540;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Senna-Martinez/Ventura 2008,333;n/a;Senna-Martinez/Ventura 2008,333;n/a
298;Portugal;Beira alta;40,83476;-7,75547;West;S68;Orca das Castenairas;Passage grave;GrN-4925;4610;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Chamber;Senna-Martinez/Ventura 2008,333;Bueno Ramirez 1991, 113;Senna-Martinez/Ventura 2008,333;n/a
299;Portugal;Beira alta;40,83476;-7,75547;West;S68;Orca das Castenairas;Passage grave;OxA-7433;4720;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Senna-Martinez/Ventura 2008,333;n/a;Senna-Martinez/Ventura 2008,333;n/a
300;Portugal;Beira alta;40,83476;-7,75547;West;S68;Orca das Castenairas;Passage grave;GrN-4924;5060;50;n/a;n/a;n/a;n/a;n/a;Charcoal;Basement chamber;Senna-Martinez/Ventura 2008,333;n/a;Senna-Martinez/Ventura 2008,333;n/a
301;Portugal;Beira Interior;40,9198;-7,721191;West;S69;Orca de MerouÁos;Passage grave;GrN-13687;4480;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Atrium;Cruz et al 2003;n/a;Cruz et al 2003;n/a
302;Portugal;Beira Interior;40,9198;-7,721191;West;S69;Orca de MerouÁos;Passage grave;GrN-14770;4910;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Atrium;Cruz et al 2003;n/a;Cruz et al 2003;n/a
303;Portugal;Beira Interior;40,9198;-7,721191;West;S69;Orca de MerouÁos;Passage grave;GrN-14765;4960;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Atrium;Cruz et al 2003;n/a;Cruz et al 2003;n/a
304;Portugal;Beira Interior;40,9198;-7,721191;West;S69;Orca de MerouÁos;Passage grave;GrA-14768;4980;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Atrium;Cruz et al 2003;n/a;Cruz et al 2003;n/a
305;Portugal;Beira Interior;40,945468;-7,686355;West;S70;Orca de Seixas;Passage grave;GrN-5734;4900;40;n/a;n/a;n/a;n/a;n/a;Charcoal;Chamber;MuÅller 1998, 88;Kalb 1981, 73;"MuÅller 1998, 88; Kalb 1981, 73";n/a
306;Portugal;Beira Interior;40,945468;-7,686355;West;S70;Orca de Seixas;Passage grave;CSIC-1665;4938;34;n/a;n/a;n/a;n/a;n/a;Charcoal;Corridor;Cruz et al 2003;n/a;Cruz et al 2003;Corrected in Pardo-Gordo, Carvalho, 2020
307;Portugal;Beira Interior;40,945468;-7,686355;West;S70;Orca de Seixas;Passage grave;CSIC-1664;4939;24;n/a;n/a;n/a;n/a;n/a;Charcoal;n/a;Cruz et al 2003;n/a;Cruz et al 2003;n/a
308;Portugal;Beira Interior;40,945468;-7,686355;West;S70;Orca de Seixas;Passage grave;GrN-26225;4970;25;n/a;n/a;n/a;n/a;n/a;Charcoal;Funerary deposit. Under closure;Pardo-Gordo, Carvalho 2020;Cruz 1995;Pardo-Gordo, Carvalho 2020;n/a
